Date,Month,Hour,dewpt,heatindex,temp,rain,humidity previous
1,11,11,9.0,28.55371024444439,30.0,0,27.0
1,11,12,10.0,27.19198765244444,28.0,0,32.0
1,11,13,11.0,25.365927369777822,24.0,0,44.0
1,11,14,10.0,25.32340360044449,24.0,0,41.0
1,11,16,11.0,25.107242299111192,23.0,0,47.0
1,11,17,12.0,24.687719567111134,21.0,0,56.0
1,11,18,13.0,24.3844609537778,21.0,0,60.0
1,11,19,13.0,24.3844609537778,21.0,0,60.0
1,11,20,13.0,23.729859448444422,19.0,0,68.0
1,11,21,13.0,23.729859448444422,19.0,0,68.0
1,11,22,13.0,23.729859448444422,19.0,0,68.0
1,11,23,12.0,24.36399508755552,19.0,0,64.0
2,11,0,11.0,24.87223665377769,19.0,0,60.0
2,11,1,11.0,24.87223665377769,19.0,0,60.0
2,11,2,10.0,25.113674355555517,20.0,0,52.0
2,11,3,10.0,25.002857939555547,22.0,0,46.0
2,11,4,10.0,25.109700885777798,23.0,0,44.0
2,11,5,11.0,26.166993063111168,26.0,0,39.0
2,11,6,10.0,27.19198765244444,28.0,0,32.0
2,11,7,10.0,28.681861811111112,30.0,0,29.0
2,11,8,8.0,29.277009109777826,31.0,0,24.0
2,11,9,7.0,29.166921647555608,31.0,0,22.0
2,11,10,7.0,29.166921647555608,31.0,0,22.0
2,11,11,8.0,28.442480055555517,30.0,0,25.0
2,11,12,10.0,26.58378090355558,27.0,0,34.0
2,11,13,11.0,25.70876514444449,25.0,0,41.0
2,11,14,12.0,24.84068785377777,22.0,0,53.0
2,11,15,12.0,24.687719567111134,21.0,0,56.0
2,11,16,12.0,24.36399508755552,19.0,0,64.0
2,11,17,12.0,24.520848177777744,20.0,0,60.0
2,11,18,12.0,24.36399508755552,19.0,0,64.0
2,11,19,11.0,24.87223665377769,19.0,0,60.0
2,11,20,11.0,24.91989094044449,17.0,0,68.0
2,11,21,11.0,24.91989094044449,17.0,0,68.0
2,11,22,12.0,24.023721852444485,17.0,0,72.0
2,11,23,12.0,24.023721852444485,17.0,0,72.0
3,11,0,11.0,24.91989094044449,17.0,0,68.0
3,11,1,11.0,24.935770476444482,16.0,0,72.0
3,11,2,10.0,25.809378040444496,17.0,0,63.0
3,11,3,12.0,24.36399508755552,19.0,0,64.0
3,11,4,12.0,24.84068785377777,22.0,0,53.0
3,11,5,14.0,24.463074981777684,22.0,0,60.0
3,11,6,13.0,26.34682050977776,26.0,0,44.0
3,11,7,9.0,27.095502235111056,28.0,0,30.0
3,11,8,11.0,27.352912241777727,28.0,0,35.0
3,11,9,11.0,28.05942110177773,29.0,0,33.0
3,11,10,11.0,28.05942110177773,29.0,0,33.0
3,11,11,12.0,26.8,27.0,0,39.0
3,11,12,12.0,26.27479532977772,26.0,0,42.0
3,11,13,14.0,24.463074981777684,22.0,0,60.0
3,11,14,13.0,24.651289819111103,22.0,0,57.0
3,11,15,13.0,24.3844609537778,21.0,0,60.0
3,11,16,12.0,24.687719567111134,21.0,0,56.0
3,11,17,13.0,24.063710555555506,20.0,0,64.0
3,11,18,12.0,24.520848177777744,20.0,0,60.0
3,11,19,12.0,24.36399508755552,19.0,0,64.0
3,11,20,13.0,23.729859448444422,19.0,0,68.0
3,11,21,12.0,24.36399508755552,19.0,0,64.0
3,11,22,13.0,22.672786232444366,17.0,0,77.0
3,11,23,13.0,22.672786232444366,17.0,0,77.0
4,11,0,12.0,24.203348680444414,18.0,0,68.0
4,11,1,11.0,24.596879144444365,15.0,0,77.0
4,11,2,11.0,24.91989094044449,17.0,0,68.0
4,11,3,12.0,24.520848177777744,20.0,0,60.0
4,11,5,12.0,26.27479532977772,26.0,0,42.0
4,11,6,12.0,27.5,28.0,0,37.0
4,11,7,10.0,27.19198765244444,28.0,0,32.0
4,11,8,8.0,27.715543016444453,29.0,0,27.0
4,11,9,9.0,27.817360643111083,29.0,0,29.0
4,11,10,7.0,27.626533791555524,29.0,0,25.0
4,11,11,10.0,26.58378090355558,27.0,0,34.0
4,11,12,10.0,25.657137411111123,25.0,0,39.0
4,11,13,10.0,25.109700885777798,23.0,0,44.0
4,11,16,9.0,25.058089931555557,21.0,0,46.0
4,11,17,9.0,25.058089931555557,21.0,0,46.0
4,11,18,10.0,25.55229205244445,18.0,0,59.0
4,11,19,11.0,24.893421383555523,18.0,0,64.0
4,11,21,11.0,24.91989094044449,17.0,0,68.0
5,11,4,9.0,25.261493475111088,24.0,0,38.0
5,11,5,9.0,25.98795062755557,26.0,0,34.0
5,11,6,8.0,27.715543016444453,29.0,0,27.0
5,11,7,7.0,28.34817124444441,30.0,0,23.0
5,11,8,8.0,28.442480055555517,30.0,0,25.0
6,11,7,9.0,27.095502235111056,28.0,0,30.0
6,11,8,7.0,27.626533791555524,29.0,0,25.0
6,11,9,8.0,27.715543016444453,29.0,0,27.0
6,11,10,5.0,27.517035707555547,29.0,0,22.0
6,11,11,7.0,26.928445741777793,28.0,0,26.0
6,11,12,7.0,25.443234444444457,25.0,0,32.0
6,11,13,8.0,25.209449860444487,24.0,0,36.0
6,11,14,10.0,25.113674355555517,20.0,0,52.0
6,11,15,10.0,25.254584147111025,19.0,0,56.0
6,11,17,10.0,25.254584147111025,19.0,0,56.0
6,11,18,10.0,25.254584147111025,19.0,0,56.0
6,11,19,10.0,25.55229205244445,18.0,0,59.0
6,11,20,11.0,24.91989094044449,17.0,0,68.0
6,11,21,11.0,24.935770476444482,16.0,0,72.0
6,11,22,11.0,24.935770476444482,16.0,0,72.0
6,11,23,11.0,24.596879144444365,15.0,0,77.0
7,11,0,11.0,24.596879144444365,15.0,0,77.0
7,11,1,11.0,24.91989094044449,17.0,0,68.0
7,11,2,10.0,25.55229205244445,18.0,0,59.0
7,11,3,12.0,24.36399508755552,19.0,0,64.0
7,11,4,13.0,25.014082333777814,23.0,0,53.0
7,11,5,13.0,25.838348611111137,25.0,0,47.0
7,11,6,11.0,26.718515183555525,27.0,0,37.0
7,11,7,11.0,28.05942110177773,29.0,0,33.0
7,11,8,8.0,27.715543016444453,29.0,0,27.0
7,11,9,8.0,28.442480055555517,30.0,0,25.0
7,11,10,7.0,28.34817124444441,30.0,0,23.0
7,11,11,7.0,27.626533791555524,29.0,0,25.0
7,11,12,9.0,25.571789644444486,25.0,0,36.0
7,11,13,9.0,25.261493475111088,24.0,0,38.0
7,11,14,10.0,25.002857939555547,22.0,0,46.0
7,11,15,9.0,25.2254860555555,20.0,0,49.0
7,11,16,9.0,25.51103756755551,19.0,0,52.0
7,11,17,9.0,25.51103756755551,19.0,0,52.0
7,11,18,8.0,25.620759647555488,19.0,0,49.0
7,11,19,8.0,26.094433263555548,18.0,0,52.0
7,11,20,9.0,26.336388312444445,17.0,0,59.0
7,11,21,9.0,26.336388312444445,17.0,0,59.0
7,11,22,8.0,27.331914876444394,16.0,0,59.0
7,11,23,8.0,28.0184105444444,15.0,0,63.0
8,11,0,7.0,28.538871744444375,15.0,0,59.0
8,11,1,7.531332110544606,27.90896452244449,15.5,0,59.0
8,11,2,8.0,27.331914876444394,16.0,0,59.0
8,11,3,7.0,26.190966023555546,18.0,0,49.0
8,11,4,9.0,25.058089931555557,21.0,0,46.0
8,11,5,9.0,25.261493475111088,24.0,0,38.0
8,11,6,9.0,26.499471192444446,27.0,0,32.0
8,11,7,5.0,26.82582842044444,28.0,0,23.0
8,11,8,6.0,27.550332968444483,29.0,0,23.0
8,11,9,6.0,27.550332968444483,29.0,0,23.0
8,11,10,6.0,26.892080439555528,28.0,0,25.0
8,11,11,6.0,26.273005141777773,27.0,0,26.0
8,11,12,9.0,25.08274520844445,23.0,0,41.0
8,11,13,9.0,25.058089931555557,21.0,0,46.0
8,11,14,10.0,25.005145247555603,21.0,0,49.0
8,11,15,9.0,25.2254860555555,20.0,0,49.0
8,11,16,9.0,25.2254860555555,20.0,0,49.0
8,11,17,10.0,25.254584147111025,19.0,0,56.0
8,11,18,9.0,25.51103756755551,19.0,0,52.0
8,11,19,10.0,25.55229205244445,18.0,0,59.0
8,11,20,9.0,26.336388312444445,17.0,0,59.0
8,11,21,9.0,26.336388312444445,17.0,0,59.0
8,11,22,8.0,27.331914876444394,16.0,0,59.0
8,11,23,8.0,27.331914876444394,16.0,0,59.0
9,11,0,7.0,27.679246811555565,16.0,0,55.0
9,11,1,7.0,28.538871744444375,15.0,0,59.0
9,11,2,6.0,27.81932210755561,16.0,0,52.0
9,11,3,7.0,26.190966023555546,18.0,0,49.0
9,11,4,9.0,25.058089931555557,21.0,0,46.0
9,11,5,9.0,25.261493475111088,24.0,0,38.0
9,11,7,7.0,26.34408331155555,27.0,0,28.0
9,11,8,8.0,27.007654931555564,28.0,0,28.0
9,11,9,7.0,26.928445741777793,28.0,0,26.0
9,11,11,8.0,26.4195719951111,27.0,0,30.0
9,11,12,7.0,25.443234444444457,25.0,0,32.0
9,11,13,8.0,25.061177679555552,21.0,0,43.0
9,11,14,8.0,25.277026055555584,20.0,0,46.0
9,11,15,9.0,25.51103756755551,19.0,0,52.0
9,11,16,9.0,25.51103756755551,19.0,0,52.0
9,11,17,9.0,25.838963675111064,18.0,0,56.0
9,11,18,8.0,26.699327999555553,17.0,0,55.0
9,11,19,8.0,26.699327999555553,17.0,0,55.0
9,11,20,8.0,26.699327999555553,17.0,0,55.0
9,11,21,8.0,28.0184105444444,15.0,0,63.0
9,11,22,7.0,28.538871744444375,15.0,0,59.0
9,11,23,7.0,28.538871744444375,15.0,0,59.0
10,11,0,7.0,29.461368988444423,14.0,0,63.0
10,11,1,7.0,29.461368988444423,14.0,0,63.0
10,11,2,7.0,28.538871744444375,15.0,0,59.0
10,11,3,7.0,26.190966023555546,18.0,0,49.0
10,11,4,8.0,24.986789968444427,22.0,0,41.0
10,11,5,8.0,25.209449860444487,24.0,0,36.0
10,11,6,7.0,25.845281887111113,26.0,0,30.0
10,11,7,6.0,26.892080439555528,28.0,0,25.0
10,11,8,5.0,27.517035707555547,29.0,0,22.0
10,11,9,4.0,27.460047487111108,29.0,0,20.0
10,11,10,4.0,27.460047487111108,29.0,0,20.0
10,11,11,5.0,26.206337485777762,27.0,0,24.0
10,11,12,6.0,24.867060333777815,23.0,0,33.0
10,11,13,7.0,25.014408491555603,21.0,0,40.0
10,11,15,9.0,25.838963675111064,18.0,0,56.0
10,11,16,8.0,25.620759647555488,19.0,0,49.0
10,11,18,7.0,26.190966023555546,18.0,0,49.0
10,11,19,6.0,26.939677607111115,17.0,0,48.0
10,11,20,7.0,27.679246811555565,16.0,0,55.0
10,11,21,7.0,28.538871744444375,15.0,0,59.0
10,11,22,8.0,28.74242434755552,14.0,0,67.0
10,11,23,7.0,29.461368988444423,14.0,0,63.0
11,11,0,7.0,29.461368988444423,14.0,0,63.0
11,11,1,7.0,28.538871744444375,15.0,0,59.0
11,11,2,7.0,26.190966023555546,18.0,0,49.0
11,11,3,5.0,25.525033391555528,19.0,0,40.0
11,11,4,7.0,25.14879008755564,24.0,0,34.0
11,11,5,7.0,26.34408331155555,27.0,0,28.0
11,11,6,4.0,26.768214515111072,28.0,0,21.0
11,11,7,4.0,27.460047487111108,29.0,0,20.0
11,11,8,2.0,28.166773077777748,30.0,0,17.0
11,11,9,1.0,26.67890104577778,28.0,0,17.0
11,11,10,2.0,27.415867668444466,29.0,0,18.0
11,11,11,5.0,26.82582842044444,28.0,0,23.0
11,11,12,7.0,25.14879008755564,24.0,0,34.0
11,11,13,7.0,24.972454048444465,23.0,0,36.0
11,11,14,7.0,24.92438768711112,22.0,0,38.0
11,11,15,7.0,25.268294355555508,20.0,0,43.0
11,11,16,6.0,25.19929095555552,20.0,0,40.0
11,11,17,5.0,25.070015855555553,20.0,0,37.0
11,11,18,6.0,25.627757559555498,19.0,0,43.0
11,11,19,5.0,25.070015855555553,20.0,0,37.0
11,11,20,7.0,26.190966023555546,18.0,0,49.0
11,11,21,9.0,26.336388312444445,17.0,0,59.0
11,11,22,9.0,26.80108022844446,16.0,0,63.0
12,11,0,9.0,26.80108022844446,16.0,0,63.0
12,11,1,7.0,27.679246811555565,16.0,0,55.0
12,11,2,6.0,24.955530735111118,21.0,0,38.0
12,11,3,6.0,25.041645131555576,24.0,0,31.0
12,11,4,6.0,25.774135919555572,26.0,0,28.0
12,11,5,5.0,26.82582842044444,28.0,0,23.0
12,11,6,5.0,28.238435611111075,30.0,0,20.0
12,11,7,4.0,28.210317755555522,30.0,0,19.0
12,11,8,4.0,29.009677848444444,31.0,0,18.0
12,11,9,5.0,29.04112240755555,31.0,0,19.0
12,11,10,5.0,28.238435611111075,30.0,0,20.0
12,11,11,6.0,26.892080439555528,28.0,0,25.0
12,11,12,8.0,25.509620355555537,25.0,0,34.0
12,11,13,8.0,25.209449860444487,24.0,0,36.0
12,11,14,8.0,25.026375267111106,23.0,0,38.0
12,11,15,7.0,24.92438768711112,22.0,0,38.0
12,11,16,8.0,24.986789968444427,22.0,0,41.0
12,11,17,10.0,25.005145247555603,21.0,0,49.0
12,11,18,10.0,25.005145247555603,21.0,0,49.0
12,11,19,10.0,25.254584147111025,19.0,0,56.0
12,11,20,10.0,25.113674355555517,20.0,0,52.0
12,11,21,10.0,25.113674355555517,20.0,0,52.0
12,11,22,12.0,24.203348680444414,18.0,0,68.0
12,11,23,12.0,24.023721852444485,17.0,0,72.0
13,11,0,11.0,24.91989094044449,17.0,0,68.0
13,11,1,11.0,24.87223665377769,19.0,0,60.0
13,11,2,11.491286166089864,24.7092358555555,20.0,0,58.0
13,11,3,12.0,24.687719567111134,21.0,0,56.0
13,11,4,12.0,25.778300577777788,25.0,0,44.0
13,11,5,11.0,25.70876514444449,25.0,0,41.0
13,11,6,11.0,26.166993063111168,26.0,0,39.0
13,11,7,10.0,27.19198765244444,28.0,0,32.0
13,11,8,10.0,32.272861628444474,34.0,0,23.0
13,11,9,12.0,27.5,28.0,0,37.0
13,11,10,11.0,27.352912241777727,28.0,0,35.0
13,11,11,13.0,27.0,27.0,0,42.0
13,11,12,13.0,25.838348611111137,25.0,0,47.0
13,11,13,14.0,24.886610659111202,23.0,0,57.0
13,11,14,13.0,24.651289819111103,22.0,0,57.0
13,11,15,13.0,24.3844609537778,21.0,0,60.0
13,11,17,13.0,24.3844609537778,21.0,0,60.0
13,11,18,13.0,24.3844609537778,21.0,0,60.0
13,11,19,13.0,24.063710555555506,20.0,0,64.0
13,11,20,12.0,24.36399508755552,19.0,0,64.0
13,11,21,14.0,23.992567787555586,21.0,0,64.0
13,11,22,13.0,25.014082333777814,23.0,0,53.0
13,11,23,13.0,24.063710555555506,20.0,0,64.0
14,11,0,13.0,24.063710555555506,20.0,0,64.0
14,11,1,13.0,24.3844609537778,21.0,0,60.0
14,11,4,13.0,24.651289819111103,22.0,0,57.0
14,11,5,9.0,25.571789644444486,25.0,0,36.0
14,11,6,10.0,26.05947340044443,26.0,0,36.0
14,11,7,9.0,26.499471192444446,27.0,0,32.0
14,11,8,6.0,26.892080439555528,28.0,0,25.0
14,11,9,7.0,26.928445741777793,28.0,0,26.0
14,11,10,6.0,26.892080439555528,28.0,0,25.0
14,11,11,6.0,26.273005141777773,27.0,0,26.0
14,11,12,8.0,25.209449860444487,24.0,0,36.0
14,11,13,8.0,25.061177679555552,21.0,0,43.0
14,11,14,8.0,25.620759647555488,19.0,0,49.0
14,11,15,9.0,25.51103756755551,19.0,0,52.0
14,11,20,8.0,27.331914876444394,16.0,0,59.0
14,11,21,8.0,28.0184105444444,15.0,0,63.0
14,11,22,8.0,28.74242434755552,14.0,0,67.0
14,11,23,8.0,28.74242434755552,14.0,0,67.0
15,11,0,8.0,28.74242434755552,14.0,0,67.0
15,11,1,7.0,29.461368988444423,14.0,0,63.0
15,11,3,7.0,28.538871744444375,15.0,0,59.0
15,11,5,8.0,24.986789968444427,22.0,0,41.0
15,11,6,8.0,25.026375267111106,23.0,0,38.0
15,11,7,9.0,25.571789644444486,25.0,0,36.0
15,11,8,5.0,25.703115553777785,26.0,0,26.0
15,11,11,5.0,24.959444963111174,24.0,0,29.0
15,11,12,7.0,24.92438768711112,22.0,0,38.0
15,11,13,9.0,25.51103756755551,19.0,0,52.0
15,11,16,9.0,26.336388312444445,17.0,0,59.0
15,11,17,8.0,27.331914876444394,16.0,0,59.0
15,11,18,8.0,28.0184105444444,15.0,0,63.0
15,11,19,7.0,29.461368988444423,14.0,0,63.0
15,11,20,7.0,29.461368988444423,14.0,0,63.0
15,11,21,7.0,30.42966014355551,13.0,0,67.0
15,11,22,7.0,31.151315412444504,12.0,0,72.0
15,11,23,6.0,32.3564926435556,12.0,0,67.0
16,11,0,5.0,34.52292184755553,11.0,0,67.0
16,11,1,4.0,35.25489494977774,11.0,0,62.0
16,11,2,4.0,33.48818707155561,12.0,0,58.0
16,11,3,3.0,28.760568744444427,15.0,0,45.0
16,11,4,3.0,26.510380899111098,17.0,0,39.0
16,11,5,2.0,24.904893576444447,19.0,0,32.0
16,11,6,0.9411864308781502,24.151535585736102,21.5,0,25.5
16,11,7,-1.0,24.419201747555558,24.0,0,19.0
16,11,8,0.0,24.908945855555558,25.0,0,19.0
16,11,9,1.0,25.00273981111114,25.0,0,21.0
16,11,10,1.0,25.00273981111114,25.0,0,21.0
16,11,11,1.0,24.303311600444502,23.0,0,23.0
16,11,12,2.0,24.35702637244446,22.0,0,27.0
16,11,13,3.0,26.510380899111098,17.0,0,39.0
16,11,14,4.0,26.745769505777776,17.0,0,42.0
16,11,15,2.0,26.302183103555567,17.0,0,37.0
16,11,16,2.0,27.23354742311113,16.0,0,39.0
16,11,17,2.0,28.48428247777777,15.0,0,42.0
16,11,18,2.0,29.830265109777756,14.0,0,44.0
16,11,19,2.0,29.830265109777756,14.0,0,44.0
16,11,21,3.0,35.52085859955552,11.0,0,58.0
16,11,22,3.0,35.52085859955552,11.0,0,58.0
17,11,0,2.0,37.7613751555555,10.0,0,58.0
17,11,1,4.0,35.25489494977774,11.0,0,62.0
17,11,2,3.0,35.52085859955552,11.0,0,58.0
17,11,3,2.0,29.830265109777756,14.0,0,44.0
17,11,4,3.0,25.762216223555566,18.0,0,37.0
17,11,5,3.0,24.574959311555567,21.0,0,31.0
17,11,6,3.0,24.568030112444493,23.0,0,27.0
17,11,7,0.0,24.908945855555558,25.0,0,19.0
17,11,8,0.0,24.908945855555558,25.0,0,19.0
17,11,9,-1.0,25.385078229777776,26.0,0,17.0
17,11,10,-1.0,24.860467644444455,25.0,0,18.0
17,11,11,1.0,24.603892127555568,24.0,0,22.0
17,11,12,2.0,24.35702637244446,22.0,0,27.0
17,11,13,3.0,25.762216223555566,18.0,0,37.0
17,11,14,5.0,26.888868408444452,17.0,0,45.0
17,11,15,4.0,26.745769505777776,17.0,0,42.0
17,11,16,3.0,26.510380899111098,17.0,0,39.0
17,11,17,3.0,27.54075998977777,16.0,0,42.0
17,11,18,6.0,29.957258916444403,14.0,0,59.0
17,11,19,5.0,30.230094131555568,14.0,0,55.0
17,11,20,4.0,30.279874633777744,14.0,0,51.0
17,11,21,5.0,31.663360571555522,13.0,0,58.0
17,11,22,5.0,33.14991408577783,12.0,0,62.0
17,11,23,4.0,33.48818707155561,12.0,0,58.0
18,11,0,3.0,31.77179430177773,13.0,0,51.0
18,11,1,3.0,31.77179430177773,13.0,0,51.0
18,11,2,1.0,28.093716411111092,15.0,0,39.0
18,11,3,3.0,26.510380899111098,17.0,0,39.0
18,11,4,3.0,24.499754099111083,22.0,0,29.0
18,11,5,2.0,25.04805555555559,25.0,0,22.0
18,11,10,0.0,26.66197149955556,28.0,0,16.0
18,11,11,5.0,25.297812755555576,25.0,0,28.0
18,11,12,6.0,24.955530735111118,21.0,0,38.0
18,11,13,6.0,24.955530735111118,21.0,0,38.0
18,11,14,6.0,25.19929095555552,20.0,0,40.0
18,11,15,4.0,25.351493807555524,19.0,0,37.0
18,11,16,4.0,25.991635799555524,18.0,0,40.0
18,11,17,4.0,26.745769505777776,17.0,0,42.0
18,11,18,4.0,27.74475228044442,16.0,0,45.0
18,11,19,4.0,26.745769505777776,17.0,0,42.0
18,11,21,5.0,28.970301877777665,15.0,0,51.0
18,11,22,7.0,26.863861443555574,17.0,0,52.0
18,11,23,3.0,28.760568744444427,15.0,0,45.0
19,11,0,3.0,27.54075998977777,16.0,0,42.0
19,11,1,3.0,27.54075998977777,16.0,0,42.0
19,11,2,3.0,26.510380899111098,17.0,0,39.0
19,11,3,3.0,25.196458853777763,19.0,0,35.0
19,11,4,5.0,25.070015855555553,20.0,0,37.0
19,11,5,3.0,24.769196151555597,24.0,0,25.0
19,11,6,2.0,24.71624884977784,24.0,0,24.0
19,11,7,5.0,25.297812755555576,25.0,0,28.0
19,11,8,3.0,25.135524577777815,25.0,0,24.0
19,11,9,4.0,25.21877697777781,25.0,0,26.0
19,11,10,3.0,25.135524577777815,25.0,0,24.0
19,11,11,6.0,24.867060333777815,23.0,0,33.0
19,11,12,5.0,25.525033391555528,19.0,0,40.0
19,11,13,7.0,26.863861443555574,17.0,0,52.0
19,11,15,8.0,26.699327999555553,17.0,0,55.0
19,11,16,9.0,26.80108022844446,16.0,0,63.0
19,11,17,9.0,26.336388312444445,17.0,0,59.0
19,11,18,9.0,26.80108022844446,16.0,0,63.0
19,11,19,9.0,26.80108022844446,16.0,0,63.0
19,11,20,11.0,24.935770476444482,16.0,0,72.0
19,11,21,11.0,24.596879144444365,15.0,0,77.0
19,11,22,11.0,24.91989094044449,17.0,0,68.0
19,11,23,12.0,24.023721852444485,17.0,0,72.0
20,11,0,12.0,24.023721852444485,17.0,0,72.0
20,11,1,12.0,24.023721852444485,17.0,0,72.0
20,11,2,14.0,24.463074981777684,22.0,0,60.0
20,11,3,13.0,23.729859448444422,19.0,0,68.0
20,11,5,11.0,24.9365700684444,22.0,0,50.0
20,11,6,13.0,25.014082333777814,23.0,0,53.0
20,11,8,12.0,25.778300577777788,25.0,0,44.0
20,11,9,12.0,25.778300577777788,25.0,0,44.0
20,11,10,12.0,25.075369448444462,23.0,0,50.0
20,11,11,13.0,24.651289819111103,22.0,0,57.0
20,11,12,13.0,24.3844609537778,21.0,0,60.0
20,11,13,14.0,23.499423244444376,20.0,0,68.0
20,11,14,14.0,23.992567787555586,21.0,0,64.0
20,11,15,14.0,23.499423244444376,20.0,0,68.0
20,11,16,13.0,24.063710555555506,20.0,0,64.0
20,11,17,10.0,25.254584147111025,19.0,0,56.0
20,11,18,9.0,25.51103756755551,19.0,0,52.0
20,11,19,10.0,25.879486228444442,16.0,0,68.0
20,11,20,10.0,25.809378040444496,17.0,0,63.0
20,11,21,10.0,25.879486228444442,16.0,0,68.0
20,11,22,10.0,25.96919837644441,14.0,0,77.0
20,11,23,9.0,27.530072856444477,14.0,0,72.0
21,11,1,9.0,27.530072856444477,14.0,0,72.0
21,11,2,8.0,28.0184105444444,15.0,0,63.0
21,11,3,8.0,28.0184105444444,15.0,0,63.0
21,11,4,9.0,26.80108022844446,16.0,0,63.0
21,11,5,11.0,24.87223665377769,19.0,0,60.0
21,11,6,12.0,24.84068785377777,22.0,0,53.0
21,11,7,13.0,25.014082333777814,23.0,0,53.0
21,11,8,13.0,25.838348611111137,25.0,0,47.0
21,11,9,12.0,25.778300577777788,25.0,0,44.0
21,11,10,11.0,25.70876514444449,25.0,0,41.0
21,11,12,13.0,24.063710555555506,20.0,0,64.0
21,11,13,13.0,23.729859448444422,19.0,0,68.0
21,11,14,12.0,24.36399508755552,19.0,0,64.0
21,11,15,12.0,24.36399508755552,19.0,0,64.0
21,11,16,11.0,24.91989094044449,17.0,0,68.0
21,11,17,8.0,26.699327999555553,17.0,0,55.0
21,11,18,6.0,27.81932210755561,16.0,0,52.0
21,11,19,6.0,28.856168855555552,15.0,0,55.0
21,11,20,6.0,31.12995556044441,13.0,0,63.0
21,11,21,6.0,31.12995556044441,13.0,0,63.0
21,11,22,6.0,33.61772853377767,11.0,0,71.0
21,11,23,7.0,32.08671835155549,11.0,0,76.0
22,11,0,6.0,33.61772853377767,11.0,0,71.0
22,11,2,5.0,33.14991408577783,12.0,0,62.0
22,11,3,7.0,31.151315412444504,12.0,0,72.0
22,11,4,5.0,27.84552429511117,16.0,0,48.0
22,11,5,5.0,25.525033391555528,19.0,0,40.0
22,11,10,4.0,24.680779859111137,23.0,0,29.0
22,11,11,5.0,24.825666653777816,21.0,0,35.0
22,11,12,5.0,25.525033391555528,19.0,0,40.0
22,11,13,6.0,27.81932210755561,16.0,0,52.0
22,11,14,6.0,28.856168855555552,15.0,0,55.0
22,11,15,5.0,30.230094131555568,14.0,0,55.0
22,11,16,7.0,28.538871744444375,15.0,0,59.0
22,11,17,7.0,30.42966014355551,13.0,0,67.0
22,11,18,7.0,30.42966014355551,13.0,0,67.0
22,11,19,6.0,31.12995556044441,13.0,0,63.0
22,11,21,6.0,32.3564926435556,12.0,0,67.0
22,11,22,6.0,32.3564926435556,12.0,0,67.0
22,11,23,6.0,32.3564926435556,12.0,0,67.0
23,11,1,6.0,32.3564926435556,12.0,0,67.0
23,11,2,6.0,29.957258916444403,14.0,0,59.0
23,11,3,6.0,29.957258916444403,14.0,0,59.0
23,11,4,6.0,26.939677607111115,17.0,0,48.0
23,11,5,5.0,25.525033391555528,19.0,0,40.0
23,11,6,7.0,25.268294355555508,20.0,0,43.0
23,11,7,5.0,24.825666653777816,21.0,0,35.0
23,11,8,5.0,24.732448053777766,22.0,0,33.0
23,11,9,6.0,24.867060333777815,23.0,0,33.0
23,11,10,4.0,24.624894659555576,22.0,0,31.0
23,11,11,6.0,24.955530735111118,21.0,0,38.0
23,11,12,6.0,25.627757559555498,19.0,0,43.0
23,11,13,7.0,26.863861443555574,17.0,0,52.0
23,11,14,7.0,27.679246811555565,16.0,0,55.0
23,11,15,7.0,28.538871744444375,15.0,0,59.0
23,11,16,6.0,28.856168855555552,15.0,0,55.0
23,11,17,7.0,29.461368988444423,14.0,0,63.0
23,11,18,7.0,29.461368988444423,14.0,0,63.0
23,11,19,6.0,31.12995556044441,13.0,0,63.0
23,11,20,6.0,32.3564926435556,12.0,0,67.0
23,11,21,6.0,32.3564926435556,12.0,0,67.0
23,11,22,5.0,34.52292184755553,11.0,0,67.0
23,11,23,6.0,34.55291505555544,10.0,0,76.0
24,11,0,6.0,34.55291505555544,10.0,0,76.0
24,11,1,6.0,33.61772853377767,11.0,0,71.0
24,11,2,7.0,31.151315412444504,12.0,0,72.0
24,11,3,6.0,31.12995556044441,13.0,0,63.0
24,11,4,7.0,27.679246811555565,16.0,0,55.0
24,11,5,9.0,25.51103756755551,19.0,0,52.0
24,11,6,6.0,24.955530735111118,21.0,0,38.0
24,11,7,7.0,24.92438768711112,22.0,0,38.0
24,11,8,6.0,25.041645131555576,24.0,0,31.0
24,11,9,5.0,24.959444963111174,24.0,0,29.0
24,11,10,4.0,24.868628636444438,24.0,0,27.0
24,11,11,4.0,24.624894659555576,22.0,0,31.0
24,11,12,4.0,25.351493807555524,19.0,0,37.0
24,11,13,5.0,27.84552429511117,16.0,0,48.0
24,11,14,5.0,26.888868408444452,17.0,0,45.0
24,11,15,5.0,27.84552429511117,16.0,0,48.0
24,11,16,5.0,28.970301877777665,15.0,0,51.0
24,11,17,5.0,31.663360571555522,13.0,0,58.0
24,11,18,4.0,30.279874633777744,14.0,0,51.0
24,11,19,5.0,33.14991408577783,12.0,0,62.0
24,11,20,5.0,31.663360571555522,13.0,0,58.0
24,11,21,6.0,33.61772853377767,11.0,0,71.0
24,11,22,5.0,33.14991408577783,12.0,0,62.0
24,11,23,5.0,34.52292184755553,11.0,0,67.0
25,11,0,4.0,35.25489494977774,11.0,0,62.0
25,11,1,4.0,33.48818707155561,12.0,0,58.0
25,11,2,4.0,31.816513172444413,13.0,0,54.0
25,11,3,5.0,28.970301877777665,15.0,0,51.0
